episode_no_abs,season_no,episode_no,episode_name,episode_airdate,episode_score,episode_votes,episode_description
357,17,1,The Bonfire of the Manatees,11-Dec-05,6.1,1335,"When Marge leaves Homer because he allowed an adult movie being shot in their house, she seeks self fulfillment in protecting manatees."
358,17,2,The Girl Who Slept Too Little,13-Nov-05,6.9,1297,A new cemetery right outside the window of Lisa's room makes Lisa suffer from many sleepless nights.
359,17,3,Milhouse of Sand and Fog,6-Nov-05,6.9,1215,"Maggie contracts the chicken pox and Homer gets the great idea to charge parents to get their own children sick by throwing a pox party, but his plan backfires."
360,17,4,Treehouse of Horror XVI,18-Dec-05,7.3,1488,An android son replaces Bart; Homer and friends are the quarry in Mr. Burns' hunting tournament; a witch turns townsfolk into their Halloween costumes.
361,17,5,Marge's Son Poisoning,1-Jan-06,7,1260,"Marge and Bart start spending more time together, and make a tradition of cycling to a tea house in a small village outside Springfield."
362,17,6,See Homer Run,8-Jan-06,6.8,1229,"When a recall election puts Mayor Quimby's job up for grabs, Homer seizes the opportunity to win office and gain his daughter's love."
363,17,7,The Last of the Red Hat Mamas,16-Apr-06,6.6,1255,"Milhouse tutors Lisa in Italian, and Marge joins the Cheery Red Tomatoes, a group that plans to rob Mr. Burns of one million dollars worth of Fabergé eggs."
364,17,8,The Italian Bob,15-Jan-06,7.1,1463,"The Simpsons become lost in Italy, finding their way to a small town that Sideshow Bob has become the mayor of."
365,17,9,Simpsons Christmas Stories,25-Dec-05,6.8,1242,"Homer tells the tale of the first Christmas ever, while Grandpa pursues his decade-old feud with Santa."
366,17,10,Homer's Paternity Coot,12-Feb-06,6.6,1247,"When a frozen mailman from the 60's is found in a Springfield glacier, doubts arise about whether Abe really is Homer's father."
367,17,11,We're on the Road to D'ohwhere,26-Feb-06,6.9,1198,"When Homer is on his way to Vegas to meet up with his friends, he has to make a detour to take Bart to an education camp. Meanwhile, Marge has discovered a surprising source of income."
368,17,12,My Fair Laddy,26-Mar-06,6.4,1236,Bart and Lisa bet whether Lisa can turn Groundskeeper Willie into a proper gentleman.
369,17,13,The Seemingly Never-Ending Story,2-Apr-06,7.7,1446,"In this story within a story within a story within a story, a cave-exploring expedition, an angry sheep and a lovestruck Moe become inextricably entwined."
370,17,14,Bart Has Two Mommies,9-Apr-06,7,1221,"Marge starts babysitting the Flanders boys, leading Homer to spend more time with Bart and Lisa. Bart gets kidnapped by a lonely movie chimpanzee."
371,17,15,"Homer Simpson, This Is Your Wife",23-Apr-06,6.4,1550,"As part of a new Fox show, the Simpsons participate in a wife-swap."
372,17,16,Million Dollar Abie,30-Apr-06,6.3,1318,"After blowing Springfield's chances for an NFL franchise, Grandpa goes to an assisted-suicide center, then becomes a bullfighter."
373,17,17,"Kiss Kiss, Bang Bangalore",21-May-06,7.2,1350,Homer gets sent to India when the power plant is relocated there. Selma and Patty kidnap Richard Dean Anderson after he spurns their MacGyver fan club.
374,17,18,The Wettest Stories Ever Told,2-Jul-06,6.7,1223,"While waiting for the dinner at the Frying Dutchman, the family starts telling three stories about ships: ""Journey on the Mayflower"", ""Mutiny on the Bounty"", and ""The Neptune Adventure""."
375,17,19,Girls Just Want to Have Sums,17-Sep-06,7.2,1314,"Springfield Elementary is divided into two separate schools (one for boys, one for girls) following Principal Skinner's demotion. Concerned that the boys are receiving a higher standard of education, Lisa disguises herself as a boy."
376,17,20,Regarding Margie,8-Oct-06,6.7,1249,"After hitting her head on a stool Marge suffers from amnesia. Slowly but surely memories are starting to come back, except memories about Homer."
377,17,21,The Monkey Suit,10-Sep-06,7.1,1278,"After seeing a museum exhibit on evolution, in which creation is labeled a myth, an outraged Ned Flanders teams with Reverend Lovejoy to blackmail Principal Skinner into requiring creationism to be taught in classrooms, eventually at the expense of any mention of evolution. Lisa becomes outraged herself, and forms a student organization to teach evolution, leading to a creationism vs. evolution trial, a la Inherit the Wind."
378,17,22,Homer and Marge Turn a Couple Play,15-Oct-06,6.3,1261,Marge and Homer try their luck at celebrity marriage counselling.
379,18,1,"The Mook, the Chef, the Wife and Her Homer",22-Oct-06,7.5,1547,"When Fat Tony has to take a time-out due to a whacking attempt, Homer and Bart take over the business."
380,18,2,Jazzy & The Pussycats,29-Oct-06,6.7,1428,Lisa becomes depressed when Bart becomes a better jazz musician than her. So she decides to set up an animal shelter in the Simpsons' attic.
381,18,3,"Please Homer, Don't Hammer 'Em",5-Nov-06,6.7,1333,"Marge begins her own carpentry business, but Homer becomes the face of the business because nobody will take a female carpenter seriously. And Bart uses Principal Skinner's peanut allergy to his advantage."
382,18,4,Treehouse of Horror XVII,12-Nov-06,6.8,1551,A meteorite turns Homer into a rampaging blob with a voracious appetite; Bart brings a Golem to life; an alien invasion hoax turns real.
383,18,5,G.I. (Annoyed Grunt),21-Jan-07,6.7,1340,"Homer is duped into signing up for the Army, and his hijinks after basic training ultimately results in a military occupation of Springfield."
384,18,6,Moe'N'a Lisa,3-Dec-06,6.7,1290,"Lisa helps Moe become a distinguished poet, but she turns on him when he takes all the credit for his newfound greatness."
385,18,7,Ice Cream of Margie (with the Light Blue Hair),10-Dec-06,6.9,1282,"Homer becomes an ice cream man after being fired from the plant, and Marge uses his leftover Popsicle sticks to create folk art figures."
386,18,8,The Haw-Hawed Couple,17-Dec-06,7.2,1254,"Bart and Nelson become best friends, but Bart surprisingly discovers that the fringe benefits aren't worth Nelson's neediness."
387,18,9,"Kill Gil, Vol. 1 & 2",24-Dec-06,6.2,1328,"The Simpsons let Gil stay with them during Christmas. However, he stays for 11 months because Marge can't tell him ""no."""
388,18,10,The Wife Aquatic,4-Feb-07,6.5,1287,"Homer returns Marge to Barnacle Bay, where she spent her beloved summer vacations. But when they get there, they discover that it is no longer a tourist spot."
389,18,11,Revenge Is a Dish Best Served Three Times,11-Feb-07,7,1249,"While Homer tries to get revenge on a driver who cut him off, his family warns him of the folly of revenge by telling stories based on ""The Count of Monte Cristo,"" ""Revenge of the Nerds,"" and ""Batman."""
390,18,12,Little Big Girl,11-Feb-07,6.7,1352,Lisa embellishes her family heritage as Native American for a school project; Bart gets a driver's license and develops a relationship with an older girl.
391,18,13,Springfield Up,18-Feb-07,7.3,1319,"A parody of the ""Up Series"" of British documentaries, in which a filmmaker follows Homer and his friends from grade school into their 40s."
392,18,14,Yokel Chords,4-Mar-07,6.8,1304,"In this parody of The Sound of Music (1965), Lisa becomes a tutor for Cletus' seven children, until Krusty tries to exploit them as entertainers. Meanwhile, Bart becomes emotionally attached to his school-appointed psychiatrist."
393,18,15,Rome-old and Juli-eh,11-Mar-07,6.2,1234,"Selma and Grampa fall in love and end up getting married, a marriage both Homer and Patty are against."
394,18,16,Homerazzi,25-Mar-07,7.1,1273,"Homer becomes a successful Paparazzi, but Springfield's celebrities decide to get their revenge on him."
395,18,17,Marge Gamer,22-Apr-07,7.3,1412,Marge decides to find out what their Internet has to offer and soon gets hooked on an online role-playing game; Homer referees Lisa's soccer game.
396,18,18,The Boys of Bummer,29-Apr-07,5.9,1326,"Bart becomes the most hated person in Springfield after he is the goat in a championship baseball game, and Homer's new job as a mattress salesman ruins his and Marge's sex life."
397,18,19,Crook and Ladder,6-May-07,6.9,1188,"Homer, Moe, Apu and Principal Skinner become volunteer firefighters. But just because they're not getting paid doesn't mean that they can't find a way to receive compensation."
398,18,20,Stop or My Dog Will Shoot,13-May-07,6.8,1195,"Homer unwittingly drags the family into a cornfield maze after attempting to leave a boring Harvest fest that Marge brought them to. When everyone except Homer escapes, Santa's Little Helper rescues him and becomes the town hero. So the Simpsons enroll him in Police Dog Academy where he's teamed with Lou."
399,18,21,24 Minutes,1-Jul-07,8.1,2178,Bart and Lisa join forces to stop the school bullies from setting off a stink bomb at the school bake sale.
400,18,22,You Kent Always Say What You Want,20-May-07,7.2,1370,"After Kent Brockman is fired as a news anchor, he and Lisa use the Internet to expose the Fox News Conspiracy."
401,19,1,He Loves to Fly and He D'ohs,23-Sep-07,6.6,1380,"Homer falls in love with private planes after taking a flight to Chicago with Mr. Burns. So Marge hires Homer a ""life manager"" to help him think positively and find a job that will allow him to fly for a living."
402,19,2,Homer of Seville,30-Sep-07,6.6,1361,"Homer becomes an opera star after an injury improves his singing voice. His newfound popularity forces him to hire a personal assistant, who turns out to be an obsessed stalker."
403,19,3,Midnight Towboy,7-Oct-07,7.2,1281,"Homer becomes the most hated man in town after he becomes a tow truck driver, and Marge teaches Maggie to not be an over-dependent baby."
404,19,4,I Don't Wanna Know Why the Caged Bird Sings,3-Feb-08,6.8,1264,"Marge promises to visit a convicted bank robber in prison, but is afraid to follow through. But when the convict escapes from prison, Marge is the first person he pays a visit to."
405,19,5,Treehouse of Horror XVIII,4-Nov-07,7,1430,"The eighteenth Simpsons Halloween Special features parodies of the movies ""E.T."" and ""Mr. and Mrs. Smith."""
406,19,6,Little Orphan Millie,3-Feb-08,6.6,1227,"Milhouse's parents are lost at sea, which causes him to become a troubled loner. But his new persona makes him the new most popular kid at school, which sparks jealousy in Bart."
407,19,7,Husbands and Knives,18-Nov-07,6.9,1369,"When Marge becomes a successful businesswoman, Homer becomes worried that she will dump him for a trophy husband. Therefore, he decides to have plastic surgery to make himself look like a hunk."
408,19,8,Funeral for a Fiend,25-Nov-07,7.1,1359,"Bart is responsible for Sideshow Bob's death after his latest attempt at revenge is foiled, but is his death actually part of the plan?"
409,19,9,Eternal Moonshine of the Simpson Mind,16-Dec-07,8.2,1940,"Homer goes to Dr. Frink to help him recover his memories from the night before, and he discovers, based on his interpretation of the memories, that Marge is having an affair."
410,19,10,E Pluribus Wiggum,6-Jan-08,6.8,1272,"Springfield becomes the site of the first presidential primary. The townspeople soon get sick of all of the presidential candidates sucking up to them, and decide to support their own write-in candidate: Ralph Wiggum."
411,19,11,That '90s Show,27-Jan-08,6.2,1827,"Homer and Marge tell the kids about their life in the early 1990s before they were born, when Marge was enrolled in Springfield College and Homer was the lead singer of a grunge rock band."
412,19,12,"Love, Springfieldian Style",21-Dec-08,6.6,1312,"A series of romantic Valentine's Day parodies based on ""Bonnie and Clyde,"" ""Lady and the Tramp,"" and ""Sid and Nancy."""
413,19,13,The DeBarted,2-Mar-08,7.7,1591,The new prankster in Bart's fourth grade class actually turns out to be a mole brought in by Principal Skinner to infiltrate Bart's inner circle. Homer falls in love with his loaner car after Marge wrecks their old one.
414,19,14,Dial 'N' for Nerder,9-Mar-08,7.4,1326,"One of Bart's pranks results in Martin's death, but Lisa doesn't want him to confess because she would be considered an accomplice. Marge hires a television crew to find out if Homer is cheating on his diet."
415,19,15,Smoke on the Daughter,30-Mar-08,6.7,1238,"Marge has Lisa take up ballet, mainly to have Lisa live out her own childhood dreams. Lisa then succumbs to peer pressure from her ballet mates and takes up smoking. Meanwhile, Homer and Bart try to start their own beef jerky business."
416,19,16,Papa Don't Leech,13-Apr-08,6,1173,"When the Simpsons discover that Lurleen Lumpkin is on the skids, Marge reluctantly agrees to take her in and help her find her deadbeat dad who abandoned her 30 years ago."
417,19,17,Apocalypse Cow,27-Apr-08,6.8,1255,"Bart tries to save the cow he raised for his 4-H club from the slaughterhouse, and in the process winds up getting accidentally engaged to one of Cletus's daughters."
418,19,18,Any Given Sundance,4-May-08,7.1,1254,"Lisa's documentary about her family is accepted into the Sundance Film Festival. However, her family gets upset with her when they discover that the film is far from flattering."
419,19,19,Mona Leaves-a,11-May-08,7,1280,"Homer's mom dies, and as part of her will, she asks him to spread her ashes. However, her request turns out to be part of her final act of rebellion against the system."
420,19,20,All About Lisa,18-May-08,6.4,1140,"In a parody of ""All About Eve,"" Lisa stabs Krusty in the back, takes his job, and wins a prestigious award. Meanwhile, Homer and Bart take up coin collecting."
421,20,1,"Sex, Pies and Idiot Scrapes",28-Sep-08,7.3,1501,"Homer and Ned go into business together as bounty hunters, and Marge takes a job at an erotic bakery."
422,20,2,Lost Verizon,5-Oct-08,6.9,1357,Bart gets in trouble with Marge after she finds out that he has Denis Leary's cell phone and is using it to make prank phone calls.
423,20,3,"Double, Double, Boy in Trouble",19-Oct-08,6.9,1297,"Bart trades lives with his multi-millionaire lookalike, but discovers that his lookalike's life isn't all he thought it would be."
424,20,4,Treehouse of Horror XIX,9-Nov-10,7.2,1535,"The Simpsons' 19th Halloween Special, with parodies of ""Transformers,"" ""Mad Men,"" and ""It's the Great Pumpkin, Charlie Brown."""
425,20,5,Dangerous Curves,9-Nov-08,6.6,1245,"The Simpsons take a Fourth of July vacation to a cabin hotel, which cause Homer and Marge to reminisce about two episodes from their past where they stayed in the cabin."
426,20,6,Homer and Lisa Exchange Cross Words,16-Nov-08,7.1,1242,"Homer gets a job breaking up couples, and Lisa becomes an expert crossword puzzle solver, but Homer bets against her in a competition."
427,20,7,MyPods and Boomsticks,30-Nov-08,7.1,1393,"Homer suspects that the family of Bart's new Muslim friend from Jordan is part of a terrorist plot, and Lisa becomes obsessed with her new MyPod."
428,20,8,The Burns and the Bees,25-Jan-09,6.6,1252,"Mr. Burns wins a professional basketball team in a poker game, and the new arena he plans to have Springfield build for the team threatens to interfere with Lisa's new bee sanctuary."
429,20,9,Lisa the Drama Queen,1-Feb-09,6,1358,"Lisa and her new best friend create their own fantasy world, but Marge doesn't want Lisa to see her friend anymore after she finds out that they're too far gone in it."
430,20,10,"Take My Life, Please",22-Feb-09,6.9,1192,"Homer finds out that he actually won the senior class president election, and he gets an opportunity to find out how his life would have been different if it had happened."
431,20,11,How the Test Was Won,8-Mar-09,7,1198,"Bart and his fellow underachievers are taken on a ""field trip"" to Capital City so that they can miss the standardized test, and Homer makes sure that nothing bad happens until their insurance goes back into effect."
432,20,12,"No Loan Again, Naturally",5-Apr-09,6.8,1178,"The Simpsons lose their house, but Flanders buys it and offers to rent it back to them. But when they turn out to be less-than-reliable renters, Flanders kicks them out."
433,20,13,Gone Maggie Gone,5-Nov-09,7.2,1330,"In order to rescue Maggie from a Catholic orphanage, Lisa must solve a series of puzzles to reveal the identity of a gem that will bring peace to Springfield."
434,20,14,In the Name of the Grandfather,17-Mar-09,6.3,1212,"The Simpsons take Grandpa to Ireland so he can go back to visit a pub he went to during the war, but Grandpa and Homer get suckered into buying the bar."
435,20,15,Wedding for Disaster,12-Apr-09,6.6,1152,"Homer is kidnapped moments before he and Marge are supposed to re-renew their vows. However, Marge comes to the conclusion that Homer left her at the altar."
436,20,16,Eeny Teeny Maya Moe,19-Apr-09,7.2,1225,"Moe begins dating a little person he met on the Internet, while Maggie is being bullied at the playground next to Moe's where Homer is leaving her."
437,20,17,"The Good, the Sad and the Drugly",26-Apr-09,7.2,1247,"Bart gets Milhouse to take the rap for a prank at school, and then blows him off when he falls for a cute 5th grade do-gooder, prompting Milhouse's wrath. Meanwhile, Lisa begins taking ""happy pills"" to improve her negative outlook."
438,20,18,Father Knows Worst,15-Oct-09,7,1161,"Homer becomes a ""helicopter parent"" at Springfield Elementary by helping Bart finish a class project and helping Lisa become popular, and Marge finds a secret sauna in their house."
439,20,19,"Waverly Hills, 9021-D'Oh",29-Oct-09,7.1,1266,The Simpsons set up a fake residence in Waverly Hills so that Bart and Lisa can attend school there.
440,20,20,Four Great Women and a Manicure,22-Oct-09,6.4,1163,"A series of parodies based on four strong women: Queen Elizabeth, Snow White, Lady MacBeth, and Ayn Rand."
441,20,21,Coming to Homerica,12-Nov-09,7.3,1294,"Townspeople build a wall around Springfield to keep ""immigrants"" from Ogdenville from relocating to their town."
442,21,1,Homer the Whopper,27-Sep-09,7.1,1384,"A Hollywood studio makes a movie based on Comic Book Guy's comic book character ""Everyman,"" and Homer is cast in the lead. However, Homer's weight fluctuations cause problems for the production."
443,21,2,Bart Gets a 'Z',4-Oct-09,6.6,1260,"When Bart's prank gets Ms. Krabappel fired from Springfield Elementary School, he tries to make it up to her without letting her know that he was responsible."
444,21,3,The Great Wife Hope,11-Oct-09,6.2,1113,Marge takes on the owner of an ultimate fighting league in the ring in order to get the sport banned in Springfield.
445,21,4,Treehouse of Horror XX,18-Oct-09,7.4,1425,"Lisa becomes livid with Miss Hoover, and in a series of homages to classic Hitchcock sets out for deadly revenge. Next, Krusty's latest fast-food sandwich transforms news anchor Kent Brockman into an enraged zombie and twenty-eight days later, cannibal zombies have overrun Springfield. In the final frightening fable, Homer accidentally falls through a trapdoor in Moe's tavern and impales himself on the pipes of Moe's microbrewery. Moe serves the barflies a glass of delicious beer flavored with Homer's blood and Homer, now half-man, half-brewing apparatus, returns for ..."
446,21,5,The Devil Wears Nada,15-Nov-09,6.7,1145,"Marge rediscovers her sexuality after appearing in a racy calendar, but Homer is too tired to respond to her advances because he is being worked to death by his new boss, Carl."
447,21,6,Pranks and Greens,22-Nov-09,6.6,1138,"Bart meets the boy responsible for the greatest prank in Springfield Elementary School history, and discovers that he's now a 19-year-old loser. Meanwhile, Marge is scolded for providing unhealthy snacks for Maggie's play group."
448,21,7,Rednecks and Broomsticks,29-Nov-09,6.7,1113,"Homer becomes an expert on moonshine when he starts hanging out with Cletus after he saves the Simpsons' lives, while Lisa becomes friends with three teenage Wiccans."
449,21,8,"Oh Brother, Where Bart Thou?",18-Feb-11,7.1,1164,"Bart becomes jealous of Maggie and Lisa's special bond as sisters, so he goes to an orphanage and ""adopts"" a little brother."
450,21,9,Thursdays with Abie,3-Jan-10,6.7,1056,"Homer becomes jealous when a syndicated newspaper columnist begins publishing Grandpa's stories, while Bart is assigned to take care of the class's stuffed sheep for the weekend."
451,21,10,Once Upon a Time in Springfield,10-Jan-10,6.5,1124,"The antagonism between Krusty and the new female co-star forced upon him soon turns to romance, while a headhunter encourages Homer, Lenny and Carl to take a job at another nuclear power plant."
452,21,11,Million Dollar Maybe,31-Jan-10,7.1,1086,Homer can't tell Marge he won the lottery because he was supposed to be giving a wedding toast when he bought the ticket. But Bart soon finds out where he's hiding the money and begins to blackmail him.
453,21,12,Boy Meets Curl,29-Apr-10,6.8,1142,"Homer and Marge become members of the U.S. Olympic curling team. At the games, Lisa becomes addicted to collecting pins, and Bart tries to save her."
454,21,13,The Color Yellow,21-Feb-10,6.5,1133,"While searching for an admirable ancestor for a class project, Lisa discovers the story of a relative named Eliza Simpson, who may or may not have helped a slave escape to freedom."
455,21,14,Postcards from the Wedge,10-Jun-10,7,1024,"When Bart unsuccessfully tries to play Homer and Marge against each other, he comes up with a dangerous prank that is sure to get their attention."
456,21,15,Stealing First Base,8-Aug-10,7,1163,"Bart gets Springfield Elementary School in legal trouble when he kisses the enigmatic daughter of two lawyers, while Lisa is depressed about being ostracized because she is smart."
457,21,16,The Greatest Story Ever D'ohed,20-May-10,5.7,1344,"Ned takes the Simpsons on a pilgrimage to Israel in order to try and save Homer, but soon discovers that he may not be worth saving."
458,21,17,American History X-cellent,18-Feb-11,6.6,1063,"Mr Burns is sent to prison for art theft, where a scary inmate introduces him to religion. Meanwhile Smithers becomes the boss at the plant, and Bart and Lisa try to share an ant farm."
459,21,18,Chief of Hearts,18-Apr-10,6.9,1047,"Homer and Chief Wiggum's new friendship is put to the test when the chief becomes needy after being shot, while Marge suspects that Bart may be dealing drugs."
460,21,19,The Squirt and the Whale,5-Sep-10,6.9,1080,"After a violent storm, Lisa tries to rally the townspeople and come to the rescue of a beached whale."
461,21,20,"To Surveil, with Love",2-May-10,7.2,1113,"Springfield covers the town with surveillance cameras after Homer creates a bomb scare at the train station. Meanwhile, Lisa considers becoming a brunette so that people will take her more seriously."
462,21,21,Moe Letter Blues,9-May-10,7,1070,"Homer, Apu and Reverend Lovejoy all suspect that Moe may have left with one of their wives after receiving a mysterious letter, but which one is it?"
463,21,22,The Bob Next Door,16-May-10,7.3,1182,"Bart is convinced that the Simpsons' new friendly, unassuming neighbor is actually Sideshow Bob in disguise."
464,21,23,Judge Me Tender,23-May-10,6.5,1112,"Moe's gruff and abrasive personality makes him the perfect hyper-critical judge, and lands him a spot on American Idol. Meanwhile, Homer makes Marge uncomfortable when he starts spending more time at home with Moe's now closed."
465,22,1,Elementary School Musical,26-Sep-10,6.1,1299,"While Homer and Bart accompany Krusty to Oslo so he can receive the Nobel Peace Prize, Marge enrolls Lisa for a week in performing arts camp."
466,22,2,Loan-a Lisa,3-Oct-10,6.7,1074,"Lisa uses the $50 she receives from Grandpa to give Nelson a microloan to jump-start his bicycle business, but soon comes to regret the decision."
467,22,3,MoneyBart,10-Oct-10,6.7,1130,"Lisa takes over as manager of Bart's baseball team and uses statistical analysis to build a winner, but she takes all of the fun out of it and causes Bart to quit the team."
468,22,4,Treehouse of Horror XXI,7-Nov-10,7.1,1370,"A Satanic board game causes other popular board games to come to life, Homer and Marge rescue a possible killer and let him on their boat, and a parody of ""Twilight"" where Lisa falls for a young vampire."
469,22,5,"Lisa Simpson, This Isn't Your Life",14-Nov-10,7.2,1070,"When Lisa discovers that Marge was also a model student, she tries to find out where everything changed so that she doesn't repeat her mistakes. Meanwhile, a series of chance accidents cause Bart to replace Nelson as school bully."
470,22,6,The Fool Monty,21-Nov-10,6.3,1034,"After Mr. Burns finds out that he is dying, he has an accident and loses his memory, and all the townspeople use the situation to get their revenge on him."
471,22,7,How Munched Is That Birdie in the Window?,28-Nov-10,6.3,1048,"Bart adopts a carrier pigeon, but Santa's Little Helper eats it."
472,22,8,The Fight Before Christmas,19-Dec-10,6.8,1141,"Marge gets depressed when the rest of the family does not get into the holiday spirit, and she writes a letter, hoping to get some help; Mr. Burns and Moe's new friend delay the Simpsons as they attempt to travel to Hawaii for the holiday."
473,22,9,Donnie Fatso,10-Feb-11,7,1105,"Homer goes to prison after attempting to get out of a series of fines with a bribe, but agrees to a reduced sentence by informing on Fat Tony for the FBI."
474,22,10,Moms I'd Like to Forget,9-Jan-11,6.2,987,Bart sets out to uncover the origins of a sword-shaped scar on his hand; Marge reconnects with three friends she fell out with years ago.
475,22,11,Flaming Moe,4-Mar-11,6.6,1086,Moe tries to keep his 'straightness' a secret when he opens a gay bar; Skinner falls for a new teacher.
476,22,12,Homer the Father,23-Jan-11,6.9,1013,Homer picks up parenting advice from an 80s sitcom; Bart becomes involved in trading nuclear secrets.
477,22,13,The Blue and the Gray,13-Feb-11,6.7,1019,"Moe employs Homer as his wing man, only to find Homer has more luck with the ladies than he does; Marge finds her first gray hair."
478,22,14,Angry Dad: The Movie,1-Apr-11,7.2,1188,"Bart's ""Angry Dad"" character gets his own movie, but when the movie starts winning awards, Homer tries to hog all the credit."
479,22,15,The Scorpion's Tale,6-Mar-11,6.6,1084,Lisa's school project leads to the discovery of a new drug that makes the elderly less cranky and more tolerable.
480,22,16,A Midsummer's Nice Dreams,13-Mar-11,6,1014,"After Tommy Chong walks away from the Cheech & Chong reunion tour, Homer goes on the road as his replacement. Meanwhile, Marge tries to help the cat lady with her hoarding problem."
481,22,17,Love Is a Many Strangled Thing,27-Mar-11,6.1,1053,The tables are turned for Homer and Bart after a therapist cures Homer of his violent tendencies toward the boy.
482,22,18,The Great Simpsina,10-Apr-11,6.9,1056,"The family is greeted by folk singer Ewell Freestone when they visit a peach farm, but when Marge goes overboard with peach-inspired dishes, Lisa and Bart try to get rid of the unwanted fruit. Later, Lisa becomes a magician's apprentice to the legendary Great Raymondo who helps her develop her craft, but a schoolgirl crush clouds her judgment when she is coaxed into revealing the Great Raymondo's most famous magic trick to his phony archnemesis. But when the rival magician's act takes a risky turn, the Great Raymondo has one last trick up his sleeve and stages ..."
483,22,19,The Real Housewives of Fat Tony,1-May-11,6.5,1070,"Selma falls in love with and marries Fat Tony, and Lisa discovers that Bart has a skill for finding truffles."
484,22,20,Homer Scissorhands,8-May-11,7.1,1047,"Homer opens his own salon after he discovers that he has skills as a hair stylist, and Lisa becomes suspicious after Millhouse gets a 5th grade girlfriend."
485,22,21,500 Keys,15-May-11,7.2,1112,"While Homer takes the Duff Blimp for a joyride, Lisa discovers a secret room in the basement of Sprinfield Elementary School."
486,22,22,The Ned-Liest Catch,22-May-11,6.9,1124,"When Krabbapple gets suspended and put into detention after hurting Bart, Bart tries to break her out, but it ends that Flanders is the one that saves her life. But soon, Ned figures out that Edna has also dated other men such as Homer, Skinner Comic Book Guy and Aerosmith drummer Joey Kramer."
487,23,1,The Falcon and the D'Ohman,25-Sep-11,7.1,1306,"Homer tries to befriend the new security guard at the nuclear power plant, who for some unknown reason isn't interested and keeps having flashbacks to his violent past as a government agent."
488,23,2,Bart Stops to Smell the Roosevelts,2-Oct-11,7.1,1167,"Superintendant Chalmers gets fired after using unconventional methods to teach Bart and his friends about Teddy Roosevelt, so the boys take over Springfield Elementary until he gets his old job back."
489,23,3,Treehouse of Horror XXII,30-Oct-11,6.4,1379,"Homer takes a dangerous dive into an isolated canyon on Candy Peak, but when a crashing boulder traps his arm, he channels Aron Ralston to save himself. In ""The Diving Bell and Butterball,"" the first of three hair-raising Halloween tales, a venomous spider bite leaves Homer paralyzed, but when Lisa discovers Homer's ability to communicate through natural gases, he is able to express his love for Marge. The killer spells continue in ""Dial D for Diddly,"" when Ned Flanders, devout preacher by day, transforms into a cold-blooded vigilante by night. In the final terrifying..."
490,23,4,Replaceable You,6-Nov-11,6.4,1047,"Homer is betrayed by his new assistant at work and winds up working for her, and Bart and Martin create a science project that brings joy to the seniors at the Springfield Retirement Castle."
491,23,5,The Food Wife,13-Nov-11,7.2,1149,"Homer is worried that he is no longer the cool parent after Marge, Bart, and Lisa become foodies."
492,23,6,The Book Job,20-Nov-11,7.9,1544,"Homer and Bart put together a team to author the next successful tween novel franchise and make a million dollars, but discover that they need Lisa's help to pull it off."
493,23,7,The Man in the Blue Flannel Pants,27-Nov-11,6.6,1024,"Homer gets promoted to accounts manager at the nuclear power plant, but soon learns the job robs you of your soul. Meanwhile, Lisa introduces Bart to ""Little Women."""
494,23,8,The Ten-Per-Cent Solution,4-Dec-11,6.1,976,"Krusty the Clown is stuck in a rut when the television network pulls his show from the air and his talent agency drops him as a client. But when the Simpsons introduce him to seasoned agent Annie, they are surprised to learn that Annie was Krusty's very first agent. Despite their rocky relationship, Annie is convinced to re-sign Krusty and craft his career comeback. But when Krusty's retro comedy show reboot is deemed a critical success, Krusty must decide to stay with his agent or side with the network executives."
495,23,9,Holidays of Future Passed,18-Dec-11,8.3,1921,Thirty years in the future the Simpsons get together for Christmas. Bart and Lisa are struggling as parents to connect with their children.
496,23,10,"Politically Inept, with Homer Simpson",8-Jan-12,6,1101,"Homer becomes the host of a popular political talk show, starts an ""everyman"" movement in Springfield, and ends up hand-picking Ted Nugent as the Republican nominee for president."
497,23,11,The D'oh-cial Network,15-Jan-12,6.9,1136,"Lisa creates an online social network that becomes a Springfield obsession, but later becomes a victim of user backlash."
498,23,12,Moe Goes from Rags to Riches,29-Jan-12,5.6,1180,"While Bart tries to regain Milhouse's friendship, Moe's bar cleaning rag tells his unlikely story of how he got to where he is today."
499,23,13,The Daughter Also Rises,12-Feb-12,6.3,1003,"Lisa falls for an adventurous, Hemingway-esque young boy, while Bart and Millhouse set out to bust all the myths that surround Springfield Elementary School."
500,23,14,At Long Last Leave,19-Feb-12,6.9,1168,"The town votes to kick the Simpsons out of Springfield, so they decide to move to the Outlands."
501,23,15,Exit Through the Kwik-E-Mart,4-Mar-12,6.8,987,"Bart becomes an urban vandal and decides to use Homer as his inspiration, while Apu hits hard times when a new trendy market takes all the Kwik-E-Mart customers."
502,23,16,How I Wet Your Mother,11-Mar-12,7.3,1181,The family break into Homer's dreams Inception-style after he begins wetting the bed.
503,23,17,"Them, Robot",18-Mar-12,7,1093,"Mr. Burns replaces all of the nuclear plant employees with robots--except for Homer, who stays along to supervise the robots and serve as a human scapegoat."
504,23,18,Beware My Cheating Bart,15-Apr-12,7.1,1068,"Jimbo's girlfriend cheats on Jimbo with Bart, and Homer uses his new treadmill to catch up on a TV series about plane crash victims stranded on an island."
