Season,Episode,Rating,Title,Directed_by,Written_by,Viewers
2,11,8.8,The Simpsons,NaN,NaN,414500
2,12,8.2,The Simpsons,NaN,NaN,320200
2,13,8,The Simpsons,NaN,NaN,299700
2,14,7.4,The Simpsons,NaN,NaN,287500
2,15,8.3,The Simpsons,NaN,NaN,321500
2,16,7.5,The Simpsons,NaN,NaN,283900
2,17,7.6,The Simpsons,NaN,NaN,282700
2,18,7.9,The Simpsons,NaN,NaN,287400
2,19,8.5,The Simpsons,NaN,NaN,394800
2,20,7.8,The Simpsons,NaN,NaN,281500
2,21,8.3,The Simpsons,NaN,NaN,338900
2,22,7.8,The Simpsons,NaN,NaN,276900
3,1,8.6,The Simpsons,NaN,NaN,411300
3,2,7.7,The Simpsons,NaN,NaN,292100
3,3,8.2,The Simpsons,NaN,NaN,306100
3,4,8.6,The Simpsons,NaN,NaN,367800
3,5,8.4,The Simpsons,NaN,NaN,349600
3,6,7.6,The Simpsons,NaN,NaN,283200
3,7,8.2,The Simpsons,NaN,NaN,322000
3,8,7.9,The Simpsons,NaN,NaN,278200
3,9,7.9,The Simpsons,NaN,NaN,277000
3,10,8.8,The Simpsons,NaN,NaN,362400
3,11,8.2,The Simpsons,NaN,NaN,287600
3,12,8.3,The Simpsons,NaN,NaN,278200
3,13,8.5,The Simpsons,NaN,NaN,308400
3,14,8,The Simpsons,NaN,NaN,265400
3,15,8,The Simpsons,NaN,NaN,268400
3,16,8.3,The Simpsons,NaN,NaN,318600
3,17,8.7,The Simpsons,NaN,NaN,375000
3,18,8.2,The Simpsons,NaN,NaN,270000
3,19,7.7,The Simpsons,NaN,NaN,256600
3,20,8,The Simpsons,NaN,NaN,279700
3,21,8.3,The Simpsons,NaN,NaN,279200
3,22,7.7,The Simpsons,NaN,NaN,263400
3,23,7.7,The Simpsons,NaN,NaN,260000
3,24,8.2,The Simpsons,NaN,NaN,273000
4,1,8.5,The Simpsons,NaN,NaN,322100
4,2,8.1,The Simpsons,NaN,NaN,295100
4,3,8.9,The Simpsons,NaN,NaN,417800
4,4,7.7,The Simpsons,NaN,NaN,270100
4,5,8.4,The Simpsons,NaN,NaN,320300
4,6,8.2,The Simpsons,NaN,NaN,287500
4,7,7.8,The Simpsons,NaN,NaN,259000
4,8,8.2,The Simpsons,NaN,NaN,280100
4,9,8.8,The Simpsons,NaN,NaN,360200
4,10,8.7,The Simpsons,NaN,NaN,305500
4,11,8.6,The Simpsons,NaN,NaN,341800
4,12,9.1,The Simpsons,NaN,NaN,461200
4,13,8,The Simpsons,NaN,NaN,261100
4,14,8.1,The Simpsons,NaN,NaN,264000
4,15,8.4,The Simpsons,NaN,NaN,285500
4,16,8.3,The Simpsons,NaN,NaN,269500
4,17,9,The Simpsons,NaN,NaN,421300
4,18,7,The Simpsons,NaN,NaN,240500
4,19,8.1,The Simpsons,NaN,NaN,248600
4,20,8.1,The Simpsons,NaN,NaN,269600
4,21,7.7,The Simpsons,NaN,NaN,244600
4,22,8.1,The Simpsons,NaN,NaN,273200
5,1,8.5,The Simpsons,NaN,NaN,318200
5,2,9.1,The Simpsons,NaN,NaN,457600
5,3,8.5,The Simpsons,NaN,NaN,323800
5,4,8.8,The Simpsons,NaN,NaN,358800
5,5,8.8,The Simpsons,NaN,NaN,333400
5,6,8,The Simpsons,NaN,NaN,256600
5,7,7.6,The Simpsons,NaN,NaN,240500
5,8,8.6,The Simpsons,NaN,NaN,323300
5,9,8.5,The Simpsons,NaN,NaN,287800
5,10,8.5,The Simpsons,NaN,NaN,293200
5,11,8.2,The Simpsons,NaN,NaN,265100
5,12,8.1,The Simpsons,NaN,NaN,253100
5,13,8.2,The Simpsons,NaN,NaN,259900
5,14,8.1,The Simpsons,NaN,NaN,290400
5,15,8.8,The Simpsons,NaN,NaN,352900
5,16,8.5,The Simpsons,NaN,NaN,298700
5,17,7.8,The Simpsons,NaN,NaN,247300
5,18,8.3,The Simpsons,NaN,NaN,285800
5,19,8.3,The Simpsons,NaN,NaN,293200
5,20,8.3,The Simpsons,NaN,NaN,247900
5,21,7.5,The Simpsons,NaN,NaN,223500
5,22,8,The Simpsons,NaN,NaN,236000
6,1,8.7,The Simpsons,NaN,NaN,306700
6,2,8.1,The Simpsons,NaN,NaN,259800
6,3,5.8,The Simpsons,NaN,NaN,228400
6,4,8.6,The Simpsons,NaN,NaN,291800
6,5,8.2,The Simpsons,NaN,NaN,254800
6,6,9.2,The Simpsons,NaN,NaN,407900
6,7,8,The Simpsons,NaN,NaN,254200
6,8,8.6,The Simpsons,NaN,NaN,277800
6,9,8.9,The Simpsons,NaN,NaN,387900
6,10,8,The Simpsons,NaN,NaN,237900
6,11,7.7,The Simpsons,NaN,NaN,241600
6,12,9,The Simpsons,NaN,NaN,356500
6,13,8.8,The Simpsons,NaN,NaN,310200
6,14,8.7,The Simpsons,NaN,NaN,277800
6,15,8.6,The Simpsons,NaN,NaN,282600
6,16,8.5,The Simpsons,NaN,NaN,295300
6,17,7.8,The Simpsons,NaN,NaN,227200
6,18,8.5,The Simpsons,NaN,NaN,276100
6,19,8.3,The Simpsons,NaN,NaN,263500
6,20,8.1,The Simpsons,NaN,NaN,235900
6,21,8,The Simpsons,NaN,NaN,231500
6,22,8.1,The Simpsons,NaN,NaN,271500
6,23,8.2,The Simpsons,NaN,NaN,234200
6,24,8.7,The Simpsons,NaN,NaN,292000
6,25,9.1,The Simpsons,NaN,NaN,373400
7,1,9,The Simpsons,NaN,NaN,337700
7,2,8.3,The Simpsons,NaN,NaN,254700
7,3,8.4,The Simpsons,NaN,NaN,248400
7,4,8.8,The Simpsons,NaN,NaN,336500
7,5,8.5,The Simpsons,NaN,NaN,312500
7,6,8.6,The Simpsons,NaN,NaN,294300
7,7,9,The Simpsons,NaN,NaN,376300
7,8,8.7,The Simpsons,NaN,NaN,275600
7,9,8,The Simpsons,NaN,NaN,227200
7,10,7.4,The Simpsons,NaN,NaN,225100
7,11,8.5,The Simpsons,NaN,NaN,298400
7,12,8.3,The Simpsons,NaN,NaN,233700
7,13,8.5,The Simpsons,NaN,NaN,304000
7,14,7.7,The Simpsons,NaN,NaN,213100
7,15,7.7,The Simpsons,NaN,NaN,210200
7,16,8.1,The Simpsons,NaN,NaN,230600
7,17,8.8,The Simpsons,NaN,NaN,343200
7,18,8,The Simpsons,NaN,NaN,226200
7,19,8.2,The Simpsons,NaN,NaN,268900
7,20,8.6,The Simpsons,NaN,NaN,289200
7,21,8.9,The Simpsons,NaN,NaN,326000
7,22,8.5,The Simpsons,NaN,NaN,246500
7,23,8.1,The Simpsons,NaN,NaN,218600
7,24,7.9,The Simpsons,NaN,NaN,229000
7,25,8.4,The Simpsons,NaN,NaN,249200
8,1,8.4,The Simpsons,NaN,NaN,274100
8,2,9.2,The Simpsons,NaN,NaN,526000
8,3,8.1,The Simpsons,NaN,NaN,236600
8,4,7.7,The Simpsons,NaN,NaN,231900
8,5,8.3,The Simpsons,NaN,NaN,242400
8,6,8.1,The Simpsons,NaN,NaN,229500
8,7,7.8,The Simpsons,NaN,NaN,222800
8,8,8.7,The Simpsons,NaN,NaN,316300
8,9,8.6,The Simpsons,NaN,NaN,311800
8,10,9,The Simpsons,NaN,NaN,383300
8,11,7.7,The Simpsons,NaN,NaN,218200
8,12,8.5,The Simpsons,NaN,NaN,289500
8,13,7.7,The Simpsons,NaN,NaN,245500
8,14,7.9,The Simpsons,NaN,NaN,236400
8,15,8.8,The Simpsons,NaN,NaN,362700
8,16,8.2,The Simpsons,NaN,NaN,239500
8,17,7.9,The Simpsons,NaN,NaN,255000
8,18,8.8,The Simpsons,NaN,NaN,291000
8,19,8.2,The Simpsons,NaN,NaN,257200
8,20,7.6,The Simpsons,NaN,NaN,204000
8,21,7.9,The Simpsons,NaN,NaN,214700
8,22,8.1,The Simpsons,NaN,NaN,221600
8,23,9.3,The Simpsons,NaN,NaN,541300
8,24,7.1,The Simpsons,NaN,NaN,215400
8,25,7.8,The Simpsons,NaN,NaN,212200
9,1,9,The Simpsons,NaN,NaN,418500
9,2,6.9,The Simpsons,NaN,NaN,293500
9,3,8.1,The Simpsons,NaN,NaN,212800
9,4,8.2,The Simpsons,NaN,NaN,231600
9,5,8.2,The Simpsons,NaN,NaN,234200
9,6,7.7,The Simpsons,NaN,NaN,198200
9,7,7.7,The Simpsons,NaN,NaN,192300
9,8,8.1,The Simpsons,NaN,NaN,211700
9,9,7.6,The Simpsons,NaN,NaN,191200
9,10,7.6,The Simpsons,NaN,NaN,210900
9,11,5,The Simpsons,NaN,NaN,223200
9,12,7.7,The Simpsons,NaN,NaN,200600
9,13,8.3,The Simpsons,NaN,NaN,224400
9,14,8.2,The Simpsons,NaN,NaN,219100
9,15,7.4,The Simpsons,NaN,NaN,187000
9,16,7.6,The Simpsons,NaN,NaN,189500
9,17,8,The Simpsons,NaN,NaN,211400
9,18,7.9,The Simpsons,NaN,NaN,197800
9,19,8.1,The Simpsons,NaN,NaN,245600
9,20,7.8,The Simpsons,NaN,NaN,229600
9,21,7.8,The Simpsons,NaN,NaN,192900
9,22,8.4,The Simpsons,NaN,NaN,263400
9,23,8.2,The Simpsons,NaN,NaN,236000
9,24,7.7,The Simpsons,NaN,NaN,185500
9,25,8,The Simpsons,NaN,NaN,200100
10,1,7.6,The Simpsons,NaN,NaN,2e+05
10,2,8.1,The Simpsons,NaN,NaN,242300
10,3,7.6,The Simpsons,NaN,NaN,189800
10,4,8.1,The Simpsons,NaN,NaN,224300
10,5,7.2,The Simpsons,NaN,NaN,190500
10,6,7.5,The Simpsons,NaN,NaN,187800
10,7,8.1,The Simpsons,NaN,NaN,197700
10,8,7.3,The Simpsons,NaN,NaN,182000
10,9,8.1,The Simpsons,NaN,NaN,236600
10,10,7.8,The Simpsons,NaN,NaN,196400
10,11,7.7,The Simpsons,NaN,NaN,184500
10,12,7,The Simpsons,NaN,NaN,193700
10,13,7.7,The Simpsons,NaN,NaN,190400
10,14,7.3,The Simpsons,NaN,NaN,171700
10,15,7.3,The Simpsons,NaN,NaN,173200
10,16,7.5,The Simpsons,NaN,NaN,172400
10,17,7.7,The Simpsons,NaN,NaN,182700
10,18,7.4,The Simpsons,NaN,NaN,177700
10,19,7.6,The Simpsons,NaN,NaN,183900
10,20,7.3,The Simpsons,NaN,NaN,163000
10,21,7.1,The Simpsons,NaN,NaN,165600
10,22,7.3,The Simpsons,NaN,NaN,167200
10,23,8,The Simpsons,NaN,NaN,202900
11,1,7.3,The Simpsons,NaN,NaN,188500
11,2,7.5,The Simpsons,NaN,NaN,166500
11,3,7.5,The Simpsons,NaN,NaN,168000
11,4,7.8,The Simpsons,NaN,NaN,196700
11,5,7.8,The Simpsons,NaN,NaN,182500
11,6,7.3,The Simpsons,NaN,NaN,156600
11,7,7,The Simpsons,NaN,NaN,158700
11,8,7.1,The Simpsons,NaN,NaN,162500
11,9,7.3,The Simpsons,NaN,NaN,171200
11,10,7.4,The Simpsons,NaN,NaN,154600
11,11,6.8,The Simpsons,NaN,NaN,157400
11,12,7.3,The Simpsons,NaN,NaN,156300
11,13,6.5,The Simpsons,NaN,NaN,175900
11,14,7.7,The Simpsons,NaN,NaN,223100
11,15,7.3,The Simpsons,NaN,NaN,164000
11,16,7.3,The Simpsons,NaN,NaN,156600
11,17,7.1,The Simpsons,NaN,NaN,173500
11,18,7.4,The Simpsons,NaN,NaN,155000
11,19,6.6,The Simpsons,NaN,NaN,170700
11,20,7.1,The Simpsons,NaN,NaN,154300
11,21,7.1,The Simpsons,NaN,NaN,157500
11,22,7.9,The Simpsons,NaN,NaN,196100
12,1,7.6,The Simpsons,NaN,NaN,186900
12,2,7.4,The Simpsons,NaN,NaN,170900
12,3,7,The Simpsons,NaN,NaN,156800
12,4,7.1,The Simpsons,NaN,NaN,158200
12,5,7,The Simpsons,NaN,NaN,164800
12,6,7.7,The Simpsons,NaN,NaN,173100
12,7,7.2,The Simpsons,NaN,NaN,159300
12,8,7.9,The Simpsons,NaN,NaN,222000
12,9,8.1,The Simpsons,NaN,NaN,195200
12,10,7.1,The Simpsons,NaN,NaN,190100
12,11,7.4,The Simpsons,NaN,NaN,163300
12,12,6.8,The Simpsons,NaN,NaN,159200
12,13,7.1,The Simpsons,NaN,NaN,145900
12,14,7.2,The Simpsons,NaN,NaN,173300
12,15,7.5,The Simpsons,NaN,NaN,158400
12,16,6.7,The Simpsons,NaN,NaN,153800
12,17,6.8,The Simpsons,NaN,NaN,157100
12,18,8.6,The Simpsons,NaN,NaN,238300
12,19,7.2,The Simpsons,NaN,NaN,183300
12,20,7.2,The Simpsons,NaN,NaN,143400
12,21,7,The Simpsons,NaN,NaN,150000
13,1,7.6,The Simpsons,NaN,NaN,184100
13,2,7.1,The Simpsons,NaN,NaN,148700
13,3,7.1,The Simpsons,NaN,NaN,146500
13,4,7.1,The Simpsons,NaN,NaN,142200
13,5,7.6,The Simpsons,NaN,NaN,188100
13,6,7.1,The Simpsons,NaN,NaN,153500
13,7,6.8,The Simpsons,NaN,NaN,140800
13,8,6.9,The Simpsons,NaN,NaN,139700
13,9,7.3,The Simpsons,NaN,NaN,144000
13,10,7.3,The Simpsons,NaN,NaN,178700
13,11,7,The Simpsons,NaN,NaN,136500
13,12,6.5,The Simpsons,NaN,NaN,140100
13,13,6.5,The Simpsons,NaN,NaN,134700
13,14,7.2,The Simpsons,NaN,NaN,138200
13,15,7,The Simpsons,NaN,NaN,144500
13,16,7.7,The Simpsons,NaN,NaN,160700
13,17,5.4,The Simpsons,NaN,NaN,150700
13,18,7.7,The Simpsons,NaN,NaN,152600
13,19,6.8,The Simpsons,NaN,NaN,130800
13,20,7.1,The Simpsons,NaN,NaN,134300
13,21,7,The Simpsons,NaN,NaN,137700
13,22,7.8,The Simpsons,NaN,NaN,197000
14,1,7.6,The Simpsons,NaN,NaN,171100
14,2,7.4,The Simpsons,NaN,NaN,152200
14,3,7.1,The Simpsons,NaN,NaN,142800
14,4,7.1,The Simpsons,NaN,NaN,146900
14,5,6.7,The Simpsons,NaN,NaN,140000
14,6,7.3,The Simpsons,NaN,NaN,143100
14,7,7,The Simpsons,NaN,NaN,140000
14,8,7.2,The Simpsons,NaN,NaN,136100
14,9,6.8,The Simpsons,NaN,NaN,143300
14,10,6.8,The Simpsons,NaN,NaN,131300
14,11,6.7,The Simpsons,NaN,NaN,140500
14,12,7.2,The Simpsons,NaN,NaN,132400
14,13,6.9,The Simpsons,NaN,NaN,133500
14,14,6.8,The Simpsons,NaN,NaN,128000
14,15,7.1,The Simpsons,NaN,NaN,121500
14,16,7.1,The Simpsons,NaN,NaN,124700
14,17,7.2,The Simpsons,NaN,NaN,137500
14,18,6.9,The Simpsons,NaN,NaN,139400
14,19,6.7,The Simpsons,NaN,NaN,128600
14,20,6.7,The Simpsons,NaN,NaN,125900
14,21,6.6,The Simpsons,NaN,NaN,130100
14,22,7.6,The Simpsons,NaN,NaN,192100
15,1,7.5,The Simpsons,NaN,NaN,167700
15,2,7.2,The Simpsons,NaN,NaN,135800
15,3,6.9,The Simpsons,NaN,NaN,140100
15,4,7,The Simpsons,NaN,NaN,146900
15,5,7.1,The Simpsons,NaN,NaN,131300
15,6,6.4,The Simpsons,NaN,NaN,126300
15,7,7,The Simpsons,NaN,NaN,131300
15,8,6.6,The Simpsons,NaN,NaN,129000
15,9,7.3,The Simpsons,NaN,NaN,136100
15,10,7.2,The Simpsons,NaN,NaN,131100
15,11,7.1,The Simpsons,NaN,NaN,128200
15,12,7.2,The Simpsons,NaN,NaN,129600
15,13,7.1,The Simpsons,NaN,NaN,131600
15,14,6.7,The Simpsons,NaN,NaN,125400
15,15,6.7,The Simpsons,NaN,NaN,126800
15,16,7,The Simpsons,NaN,NaN,132400
15,17,6.6,The Simpsons,NaN,NaN,130300
15,18,7,The Simpsons,NaN,NaN,133300
15,19,7.3,The Simpsons,NaN,NaN,135200
15,20,7.2,The Simpsons,NaN,NaN,132300
15,21,6.3,The Simpsons,NaN,NaN,129600
15,22,7.2,The Simpsons,NaN,NaN,124400
16,1,7.4,The Simpsons,NaN,NaN,156700
16,2,6.9,The Simpsons,NaN,NaN,127000
16,3,7.1,The Simpsons,NaN,NaN,130900
16,4,6.5,The Simpsons,NaN,NaN,125700
16,5,7,The Simpsons,NaN,NaN,120300
16,6,7.2,The Simpsons,NaN,NaN,122400
16,7,6.9,The Simpsons,NaN,NaN,118000
16,8,6.3,The Simpsons,NaN,NaN,124300
16,9,6.6,The Simpsons,NaN,NaN,129600
16,10,6.9,The Simpsons,NaN,NaN,128200
16,11,6.7,The Simpsons,NaN,NaN,129200
16,12,7,The Simpsons,NaN,NaN,127800
16,13,6.8,The Simpsons,NaN,NaN,120700
16,14,6.8,The Simpsons,NaN,NaN,119400
16,15,7.3,The Simpsons,NaN,NaN,135300
16,16,7.5,The Simpsons,NaN,NaN,142000
16,17,7.1,The Simpsons,NaN,NaN,126700
16,18,6.7,The Simpsons,NaN,NaN,123900
16,19,7.2,The Simpsons,NaN,NaN,126100
16,20,7.1,The Simpsons,NaN,NaN,120700
16,21,7.3,The Simpsons,NaN,NaN,133400
17,1,6.2,The Simpsons,NaN,NaN,133500
17,2,6.8,The Simpsons,NaN,NaN,129700
17,3,6.9,The Simpsons,NaN,NaN,121500
17,4,7.3,The Simpsons,NaN,NaN,148800
17,5,6.9,The Simpsons,NaN,NaN,126000
17,6,6.8,The Simpsons,NaN,NaN,122900
17,7,6.6,The Simpsons,NaN,NaN,125500
17,8,7.1,The Simpsons,NaN,NaN,146300
17,9,6.8,The Simpsons,NaN,NaN,124200
17,10,6.6,The Simpsons,NaN,NaN,124700
17,11,6.9,The Simpsons,NaN,NaN,119800
17,12,6.5,The Simpsons,NaN,NaN,123600
17,13,7.6,The Simpsons,NaN,NaN,144600
17,14,7,The Simpsons,NaN,NaN,122100
17,15,6.5,The Simpsons,NaN,NaN,155000
17,16,6.3,The Simpsons,NaN,NaN,131800
17,17,7.2,The Simpsons,NaN,NaN,135000
17,18,6.7,The Simpsons,NaN,NaN,122300
17,19,7.1,The Simpsons,NaN,NaN,131400
17,20,6.7,The Simpsons,NaN,NaN,124900
17,21,7.1,The Simpsons,NaN,NaN,127800
17,22,6.4,The Simpsons,NaN,NaN,126100
18,1,7.5,The Simpsons,NaN,NaN,154700
18,2,6.7,The Simpsons,NaN,NaN,142800
18,3,6.7,The Simpsons,NaN,NaN,133300
18,4,6.9,The Simpsons,NaN,NaN,155100
18,5,6.7,The Simpsons,NaN,NaN,134000
18,6,6.7,The Simpsons,NaN,NaN,129000
18,7,6.9,The Simpsons,NaN,NaN,128200
18,8,7.2,The Simpsons,NaN,NaN,125400
18,9,6.3,The Simpsons,NaN,NaN,132800
18,10,6.5,The Simpsons,NaN,NaN,128700
18,11,7,The Simpsons,NaN,NaN,124900
18,12,6.7,The Simpsons,NaN,NaN,135200
18,13,7.3,The Simpsons,NaN,NaN,131900
18,14,6.8,The Simpsons,NaN,NaN,130400
18,15,6.3,The Simpsons,NaN,NaN,123400
18,16,7.1,The Simpsons,NaN,NaN,127300
18,17,7.3,The Simpsons,NaN,NaN,141200
18,18,6,The Simpsons,NaN,NaN,132600
18,19,6.9,The Simpsons,NaN,NaN,118800
18,20,6.8,The Simpsons,NaN,NaN,119500
18,21,8.1,The Simpsons,NaN,NaN,217800
18,22,7.2,The Simpsons,NaN,NaN,137000
19,1,6.6,The Simpsons,NaN,NaN,138000
19,2,6.5,The Simpsons,NaN,NaN,136100
19,3,7.1,The Simpsons,NaN,NaN,128100
19,4,6.8,The Simpsons,NaN,NaN,126400
19,5,6.9,The Simpsons,NaN,NaN,143000
19,6,6.6,The Simpsons,NaN,NaN,122700
19,7,6.9,The Simpsons,NaN,NaN,136900
19,8,7.1,The Simpsons,NaN,NaN,135900
19,9,8.2,The Simpsons,NaN,NaN,194000
19,10,6.8,The Simpsons,NaN,NaN,127200
19,11,6.3,The Simpsons,NaN,NaN,182700
19,12,6.5,The Simpsons,NaN,NaN,131200
19,13,7.6,The Simpsons,NaN,NaN,159100
19,14,7.3,The Simpsons,NaN,NaN,132600
19,15,6.6,The Simpsons,NaN,NaN,123800
19,16,6.1,The Simpsons,NaN,NaN,117300
19,17,6.8,The Simpsons,NaN,NaN,125500
19,18,7,The Simpsons,NaN,NaN,125400
19,19,7,The Simpsons,NaN,NaN,128000
19,20,6.4,The Simpsons,NaN,NaN,114000
20,1,7.2,The Simpsons,NaN,NaN,150100
20,2,6.8,The Simpsons,NaN,NaN,135700
20,3,6.8,The Simpsons,NaN,NaN,129700
20,4,7.1,The Simpsons,NaN,NaN,153500
20,5,6.5,The Simpsons,NaN,NaN,124500
20,6,7,The Simpsons,NaN,NaN,124200
20,7,7.1,The Simpsons,NaN,NaN,139300
20,8,6.5,The Simpsons,NaN,NaN,125200
20,9,6,The Simpsons,NaN,NaN,135800
20,10,6.9,The Simpsons,NaN,NaN,119200
20,11,7,The Simpsons,NaN,NaN,119800
20,12,6.8,The Simpsons,NaN,NaN,117800
20,13,7.2,The Simpsons,NaN,NaN,133000
20,14,6.3,The Simpsons,NaN,NaN,121200
20,15,6.6,The Simpsons,NaN,NaN,115200
20,16,7.2,The Simpsons,NaN,NaN,122500
20,17,7.2,The Simpsons,NaN,NaN,124700
20,18,6.9,The Simpsons,NaN,NaN,116100
20,19,7.1,The Simpsons,NaN,NaN,126600
20,20,6.4,The Simpsons,NaN,NaN,116300
20,21,7.2,The Simpsons,NaN,NaN,129400
21,1,7.1,The Simpsons,NaN,NaN,138400
21,2,6.6,The Simpsons,NaN,NaN,126000
21,3,6.3,The Simpsons,NaN,NaN,111300
21,4,7.3,The Simpsons,NaN,NaN,142500
21,5,6.7,The Simpsons,NaN,NaN,114500
21,6,6.6,The Simpsons,NaN,NaN,113800
21,7,6.7,The Simpsons,NaN,NaN,111300
21,8,7.1,The Simpsons,NaN,NaN,116400
21,9,6.7,The Simpsons,NaN,NaN,105600
21,10,6.5,The Simpsons,NaN,NaN,112400
21,11,7.1,The Simpsons,NaN,NaN,108600
21,12,6.8,The Simpsons,NaN,NaN,114200
21,13,6.6,The Simpsons,NaN,NaN,113300
21,14,7,The Simpsons,NaN,NaN,102400
21,15,7,The Simpsons,NaN,NaN,116300
21,16,5.7,The Simpsons,NaN,NaN,134400
21,17,6.6,The Simpsons,NaN,NaN,106300
21,18,6.9,The Simpsons,NaN,NaN,104700
21,19,6.9,The Simpsons,NaN,NaN,108000
21,20,7.1,The Simpsons,NaN,NaN,111300
21,21,7,The Simpsons,NaN,NaN,107000
21,22,7.3,The Simpsons,NaN,NaN,118200
21,23,6.5,The Simpsons,NaN,NaN,111200
22,1,6.2,The Simpsons,NaN,NaN,129900
22,2,6.7,The Simpsons,NaN,NaN,107400
22,3,6.7,The Simpsons,NaN,NaN,113000
22,4,7.1,The Simpsons,NaN,NaN,137000
22,5,7.1,The Simpsons,NaN,NaN,107000
22,6,6.4,The Simpsons,NaN,NaN,103400
22,7,6.3,The Simpsons,NaN,NaN,104800
22,8,6.7,The Simpsons,NaN,NaN,114100
22,9,7,The Simpsons,NaN,NaN,110500
22,10,6.2,The Simpsons,NaN,NaN,98700
22,11,6.7,The Simpsons,NaN,NaN,108600
22,12,6.9,The Simpsons,NaN,NaN,101300
22,13,6.7,The Simpsons,NaN,NaN,101900
22,14,7.2,The Simpsons,NaN,NaN,118800
22,15,6.6,The Simpsons,NaN,NaN,108400
22,16,6,The Simpsons,NaN,NaN,101400
22,17,6.2,The Simpsons,NaN,NaN,105300
22,18,6.8,The Simpsons,NaN,NaN,105600
22,19,6.5,The Simpsons,NaN,NaN,107000
22,20,7.1,The Simpsons,NaN,NaN,104700
22,21,7.3,The Simpsons,NaN,NaN,111200
22,22,6.9,The Simpsons,NaN,NaN,112400
23,1,7.1,The Simpsons,NaN,NaN,130600
23,2,7,The Simpsons,NaN,NaN,116700
23,3,6.5,The Simpsons,NaN,NaN,137900
23,4,6.4,The Simpsons,NaN,NaN,104700
23,5,7.1,The Simpsons,NaN,NaN,114900
23,6,7.9,The Simpsons,NaN,NaN,154400
23,7,6.6,The Simpsons,NaN,NaN,102400
23,8,6.1,The Simpsons,NaN,NaN,97600
23,9,8.3,The Simpsons,NaN,NaN,192100
23,10,6,The Simpsons,NaN,NaN,110100
23,11,6.9,The Simpsons,NaN,NaN,113600
23,12,5.8,The Simpsons,NaN,NaN,118000
23,13,6.3,The Simpsons,NaN,NaN,100300
23,14,6.9,The Simpsons,NaN,NaN,116800
23,15,6.8,The Simpsons,NaN,NaN,98700
23,16,7.2,The Simpsons,NaN,NaN,118100
23,17,7,The Simpsons,NaN,NaN,109300
23,18,7.1,The Simpsons,NaN,NaN,106800
23,19,7.6,The Simpsons,NaN,NaN,133300
23,20,6.8,The Simpsons,NaN,NaN,92500
23,21,6.6,The Simpsons,NaN,NaN,102300
23,22,4,The Simpsons,NaN,NaN,279300
24,1,6.3,The Simpsons,NaN,NaN,120800
24,2,7.2,The Simpsons,NaN,NaN,130100
24,3,6.8,The Simpsons,NaN,NaN,101000
24,4,6.7,The Simpsons,NaN,NaN,97400
24,5,6.3,The Simpsons,NaN,NaN,93600
24,6,6.3,The Simpsons,NaN,NaN,96700
24,7,6.9,The Simpsons,NaN,NaN,109600
24,8,7.2,The Simpsons,NaN,NaN,99500
24,9,6.7,The Simpsons,NaN,NaN,92900
24,10,6.9,The Simpsons,NaN,NaN,92200
24,11,6.5,The Simpsons,NaN,NaN,94800
24,12,6.2,The Simpsons,NaN,NaN,100900
24,13,7,The Simpsons,NaN,NaN,95900
24,14,6.2,The Simpsons,NaN,NaN,96900
24,15,6.9,The Simpsons,NaN,NaN,98300
24,16,7.1,The Simpsons,NaN,NaN,98500
24,17,6.4,The Simpsons,NaN,NaN,96300
24,18,6.4,The Simpsons,NaN,NaN,94900
24,19,6.7,The Simpsons,NaN,NaN,87900
24,20,6.3,The Simpsons,NaN,NaN,91600
24,21,7,The Simpsons,NaN,NaN,103700
24,22,7,The Simpsons,NaN,NaN,93900
25,1,6.8,The Simpsons,NaN,NaN,127100
25,2,6.9,The Simpsons,NaN,NaN,134700
25,3,6.4,The Simpsons,NaN,NaN,102800
25,4,6.5,The Simpsons,NaN,NaN,106500
25,5,6.8,The Simpsons,NaN,NaN,99400
25,6,6.3,The Simpsons,NaN,NaN,106200
25,7,6.8,The Simpsons,NaN,NaN,101900
25,8,6.5,The Simpsons,NaN,NaN,100700
25,9,7.7,The Simpsons,NaN,NaN,141800
25,10,6.9,The Simpsons,NaN,NaN,107000
25,11,7.1,The Simpsons,NaN,NaN,99400
25,12,6.3,The Simpsons,NaN,NaN,98900
25,13,6.6,The Simpsons,NaN,NaN,105900
25,14,6.6,The Simpsons,NaN,NaN,97100
25,15,6.9,The Simpsons,NaN,NaN,94000
25,16,6.7,The Simpsons,NaN,NaN,97800
25,17,6.4,The Simpsons,NaN,NaN,98400
25,18,7,The Simpsons,NaN,NaN,111200
25,19,5.8,The Simpsons,NaN,NaN,96800
25,20,7.9,The Simpsons,NaN,NaN,158600
25,21,6.6,The Simpsons,NaN,NaN,95700
25,22,6.6,The Simpsons,NaN,NaN,95000
26,1,5.7,The Simpsons,NaN,NaN,126400
26,2,6.8,The Simpsons,NaN,NaN,104700
26,3,6.4,The Simpsons,NaN,NaN,98500
26,4,7.4,The Simpsons,NaN,NaN,135100
26,5,6.3,The Simpsons,NaN,NaN,94800
26,6,7.9,The Simpsons,NaN,NaN,193100
26,7,6.8,The Simpsons,NaN,NaN,103000
26,8,6.4,The Simpsons,NaN,NaN,96800
26,9,6.8,The Simpsons,NaN,NaN,96700
26,10,6.7,The Simpsons,NaN,NaN,117300
26,11,7.1,The Simpsons,NaN,NaN,100600
26,12,5.6,The Simpsons,NaN,NaN,107100
